L	a	b
63,7268	7,4411	18,5566
66,5910	5,8227	17,6787
62,5971	8,1466	20,1907
62,6106	12,7215	16,4983
63,1438	11,5369	16,8852
62,2349	14,4911	15,3510
60,5525	11,3283	18,8222
58,9378	23,4308	15,1745
61,2392	13,8248	19,9397
57,3987	9,0213	20,1204
56,0735	10,6353	21,3684
62,2363	8,5288	18,2278
59,1025	11,4518	21,1501
54,1149	12,9100	17,5136
62,7483	11,8575	19,5520
58,9147	14,1120	16,6599
56,1441	12,5542	20,2156
62,7403	20,0282	14,4801
56,7010	17,3604	17,6197
65,5813	8,5963	18,4998
64,2060	7,7908	20,5178
68,8509	5,0046	16,6807
62,2589	8,9270	21,0021
65,0876	12,0043	18,7306
66,8393	9,6519	17,1072
67,8113	11,2661	15,7831
64,6866	9,8262	18,2753
65,0531	18,3351	16,0217
64,0815	15,4699	16,6687
63,6637	7,9758	16,1183
67,5228	7,1875	16,1869
71,5793	4,7083	14,4633
69,7349	6,0637	16,7436
65,7676	13,2446	17,0301
65,7514	11,4337	16,1083
61,8815	17,4224	13,7190
63,9756	12,8442	18,2903
61,6893	24,1156	16,8722
60,8481	16,0434	19,8593
66,8831	7,2512	18,6452
64,3965	7,2429	18,7421
67,2202	6,3107	16,7930
63,3781	7,7042	21,6588
62,9672	12,1991	19,1006
63,5869	8,9743	18,3696
64,3812	11,6429	15,7776
61,0831	11,6230	20,2709
65,4492	20,0178	20,1060
61,8530	16,9603	17,7567
58,0820	11,1461	22,5405
61,8918	9,4883	18,7239
66,3359	7,9174	17,0962
61,5082	8,2088	19,4245
57,3015	15,2589	21,0846
57,7083	15,8457	15,9523
53,9931	20,9317	14,6627
58,3060	13,5049	20,3997
63,0861	17,9554	15,7897
58,0488	17,2902	19,2452
63,8724	6,8879	18,4179
61,2261	7,4846	18,3830
64,2675	5,8896	14,5413
62,8138	5,6518	18,5356
63,2464	10,3892	17,6166
66,9052	6,1274	17,3067
68,6668	7,3596	16,3765
60,3529	11,4757	17,6779
65,6652	15,8785	15,4022
62,9862	13,2903	19,2892
63,8724	6,8879	18,4179
61,2261	7,4846	18,3830
64,2675	5,8896	14,5413
62,8138	5,6518	18,5356
63,2464	10,3892	17,6166
66,9052	6,1274	17,3067
68,6668	7,3596	16,3765
60,3529	11,4757	17,6779
65,6652	15,8785	15,4022
62,9862	13,2903	19,2892
62,3018	8,7416	20,7403
63,1581	8,5533	20,5320
65,9366	6,2923	18,0285
64,8779	8,0346	20,4245
66,2378	10,5193	15,2824
65,6068	9,4539	18,2100
64,7824	12,8908	13,4101
64,0470	10,8251	17,4246
64,7577	19,4096	15,9577
62,8102	13,9381	17,5406
61,5135	10,1101	21,2046
60,9131	9,6102	21,5425
66,0550	5,8773	18,1025
60,6410	8,2844	21,1688
60,0961	15,0081	17,9089
64,7755	9,5389	19,4588
63,0134	13,5348	16,9879
60,7913	10,4834	20,2896
63,4844	18,8716	15,9185
60,9424	15,8406	19,7712
58,5742	10,2855	23,4846
63,1940	7,7622	21,7084
66,7409	5,9217	18,9110
60,8396	8,7882	21,9584
59,6214	14,5830	19,2109
60,9437	10,9044	21,7544
62,0413	14,6019	17,3016
61,2046	12,3675	21,3635
65,2552	18,3989	18,6628
59,1991	13,7468	19,9352
62,7179	8,5790	21,1841
62,1452	7,8556	22,0278
67,5044	4,9629	19,7331
62,3937	9,3164	22,1432
62,8579	13,0276	19,8631
63,9072	8,9974	19,9184
63,2205	14,2485	16,5635
59,3736	12,7191	20,1643
60,6732	26,8455	19,3788
60,0253	14,1500	19,0658
67,4215	7,1592	19,0263
65,7537	6,1523	19,9950
70,9927	3,8042	16,6830
59,0126	6,1598	20,6577
66,7497	9,6951	17,3166
69,0723	6,2321	18,3594
68,9166	8,9478	16,4796
62,5114	10,6566	16,6761
68,9650	14,4830	16,1173
66,7260	11,0921	18,3243
62,9163	7,7658	20,6987
65,2409	6,4200	19,2868
66,3888	4,9663	17,4139
67,4158	7,6651	19,0720
60,2431	15,4369	15,6398
65,0090	11,3928	16,9192
61,1128	15,6312	15,4539
60,8056	13,2872	18,2886
62,2703	22,7352	17,4030
59,9606	15,9615	18,8673
69,2388	6,3956	15,6545
71,4348	4,9892	13,6465
72,2455	5,5087	14,6664
67,0131	7,4155	18,0709
63,6154	14,3609	13,0569
69,2252	7,0097	16,6747
69,4232	10,0780	13,6629
64,4856	10,9856	17,5674
62,0595	20,7323	17,1161
66,5451	12,4938	17,5259
61,5291	8,8817	21,0765
66,7463	6,3085	21,4336
67,7246	5,3814	17,8947
63,7788	7,5276	17,5820
55,3147	17,2246	16,0558
62,5742	10,7453	18,8342
59,9191	13,8228	15,2890
60,6886	13,1465	17,7317
64,7578	16,2247	16,1074
58,0485	17,1379	17,3680
60,9222	9,5751	22,0000
63,1294	7,7004	20,3303
67,5204	5,0345	18,5359
62,9472	8,6532	20,5457
61,2176	15,3159	17,5636
65,0909	8,9640	19,6630
63,8259	12,4698	16,3393
61,9063	12,9526	17,9627
62,9895	19,8434	16,3911
61,4471	14,4021	18,7904
60,3319	10,2486	21,3423
62,2122	7,5524	21,3978
68,7307	4,8193	16,0218
67,5144	6,4410	19,1586
62,9502	13,8270	16,9504
64,8204	10,1608	18,0993
62,6136	14,2626	14,7932
63,4900	9,4965	19,9591
62,5648	18,8473	15,0775
61,1254	15,5684	17,4776
64,0535	8,3817	16,9146
67,6323	7,6622	18,8174
69,1698	5,4314	16,3281
62,5072	8,5611	20,0716
57,7982	17,8950	15,0977
63,7266	11,9887	16,4130
62,9848	15,0461	14,0527
60,4458	15,6759	17,3117
69,1826	9,4261	14,8198
59,9199	16,9749	15,8899
68,5764	6,5394	15,1153
67,8391	6,1665	15,4045
70,8291	4,8839	12,8236
65,8536	7,0547	19,3266
59,9426	17,6718	14,7320
65,4842	10,3400	14,2212
62,8766	15,0706	14,3507
64,1217	12,5191	16,0360
64,7106	21,1749	16,4602
59,6195	17,0416	16,6038
63,2083	9,9716	21,2200
60,4083	8,8341	20,9228
65,4625	6,1643	19,5301
62,5950	6,7595	20,7515
62,5079	12,7543	15,8721
62,7265	11,4695	17,0008
62,8074	14,0039	15,9902
57,5646	13,7597	19,0584
63,6722	21,8351	14,2549
60,1929	16,2169	18,7128
67,7949	7,7578	19,3006
64,3751	9,3897	21,1011
68,6691	6,1305	15,0818
63,1008	9,5964	20,5209
66,3216	13,1485	15,0213
65,5742	12,0351	15,1504
65,5754	12,9914	14,4064
64,2929	12,0093	17,0271
64,5096	16,8491	15,0936
62,7935	14,5591	14,3605
59,5306	10,6277	22,2844
56,4024	9,9732	22,5364
61,1146	7,7283	20,1728
58,4663	9,8698	24,2840
58,7936	16,4790	19,8909
62,5029	9,0605	22,5177
60,8496	15,8023	16,3258
58,1289	13,2069	21,3157
63,1930	16,2495	18,6334
59,7536	16,0100	21,3478
64,9255	8,4704	19,7236
63,3363	7,5237	20,2992
66,8201	4,8457	17,3412
63,1795	8,5431	22,8721
61,5980	13,5035	15,3255
67,5673	7,8739	17,1492
67,0022	10,8391	14,0940
62,0695	13,5499	14,3887
61,1941	21,6338	16,2065
64,5453	12,9173	17,3125
63,2737	8,2344	22,4235
57,0867	9,6945	23,2842
64,0757	7,1452	19,9207
60,5790	8,8404	21,8507
60,2003	14,3594	19,3256
59,7914	10,5406	20,4884
61,5748	13,8039	18,2198
57,5517	13,5722	19,9892
63,5807	15,4599	17,8408
58,8179	16,7813	19,0027
64,7961	8,3910	20,7873
65,4771	7,6123	22,4456
66,9935	5,3640	19,0132
66,1086	6,3179	20,7732
67,3391	12,1136	17,8544
68,9532	7,9038	16,3210
66,3701	12,0042	15,6598
61,5135	12,0833	19,7874
66,1687	18,1075	17,3645
62,9343	14,0452	18,8000
66,9402	6,4763	19,0289
67,5915	6,4079	19,9068
70,0352	4,6859	16,2905
68,4433	5,0766	18,9688
62,4910	13,6501	14,8509
65,4249	9,2982	16,1334
64,2835	11,7180	12,4014
63,1915	10,6594	17,3771
65,2130	13,2509	16,3080
64,4421	11,1205	17,7477
64,3511	8,3264	19,0319
68,0448	6,6329	15,9084
68,2447	8,0328	15,4967
67,5558	7,3674	16,7838
58,7808	10,4080	16,0568
67,9644	8,3250	14,7090
65,2768	12,2774	13,1161
63,8731	10,5070	15,9108
63,3271	18,4888	13,6889
62,3941	14,1936	15,4550
65,0482	8,4909	20,1894
66,0313	7,3737	19,6833
66,1326	6,5631	19,7651
63,4525	8,2460	21,0718
63,4373	13,5398	18,8375
64,6951	9,8659	19,0847
60,7596	17,9125	14,9318
57,8218	12,9210	21,0574
60,6127	19,0311	15,5164
61,4554	15,7178	20,2695
65,9126	8,6694	19,4428
65,2767	6,7382	18,3437
67,4671	6,0147	16,5234
66,9131	6,3266	16,9138
59,2940	13,0948	17,4766
64,0754	7,1438	16,5353
63,0245	13,0285	15,0096
58,6542	11,3275	19,6112
66,2863	16,0695	17,3068
59,0151	14,9335	18,1070
64,2203	8,7222	20,5327
62,7762	8,0601	19,8491
67,6369	5,6237	17,1696
59,6509	8,5339	21,0216
65,9737	11,1499	17,6825
64,2419	8,2073	19,8761
66,6246	11,2529	16,5346
58,5737	11,0275	20,3974
62,8620	19,3043	14,9509
60,8307	16,6412	18,0627
61,4852	9,1108	22,1178
56,8189	10,2954	22,2249
63,4069	7,3567	20,7642
61,8446	8,3011	21,9221
59,8839	12,9012	19,1972
61,4172	9,1274	19,6678
66,0295	11,8955	16,8011
54,7612	12,6707	20,3196
67,2907	16,7826	17,8846
60,1135	12,4377	21,2859
58,2774	10,8746	21,7759
59,3183	8,1804	21,2077
62,6841	7,1647	20,2860
62,1721	8,4879	19,0171
60,1966	13,7072	18,0512
62,8688	9,3316	18,4842
63,3665	13,2619	14,8409
59,7612	11,8375	17,9647
63,9119	18,3654	15,6017
60,7029	15,1958	18,1064
67,2062	6,5095	18,1037
67,1634	5,4923	17,9397
69,5832	4,4558	15,0654
65,4039	7,3164	19,7600
63,0533	13,9673	17,2079
65,7551	8,5999	16,5554
61,4922	14,2218	13,9559
62,0379	11,9209	17,9538
64,0134	18,1513	15,9134
64,2989	12,4474	16,6730
63,5165	9,7260	20,0730
66,2938	6,5792	19,3985
67,0477	5,5060	17,2420
62,8701	8,2980	20,8308
63,0958	13,0937	17,4719
65,2592	9,6972	18,7769
63,4554	12,5991	15,3434
63,6129	10,2589	18,9117
63,1590	18,4081	18,3124
64,4566	13,6563	19,1167
60,3132	9,0520	21,2149
59,9768	8,7644	22,7562
62,6634	7,0805	19,5658
61,4250	8,6800	21,3192
57,4106	12,0211	18,0831
61,2012	10,4447	19,4963
60,8589	14,0893	16,1528
57,8339	15,4379	18,6829
59,6250	20,2555	14,8443
57,8738	16,3538	17,8672
63,5799	8,5588	20,7875
63,7803	6,6353	19,5249
69,2934	4,3843	16,8818
65,6781	6,6995	21,3731
62,0522	13,6153	17,1346
63,3083	10,7643	17,1829
61,7856	15,0992	12,8897
58,8699	14,0809	19,0519
65,3208	15,0487	16,9092
61,2073	15,3084	14,4667
56,4826	11,4749	23,6617
59,3500	10,4076	22,9904
62,5534	8,2368	21,5627
61,2161	10,0326	22,2473
55,7256	16,0624	19,9406
62,6451	11,6025	19,7433
61,2424	14,6202	14,8927
58,7324	12,8338	22,2848
62,5290	17,2563	17,8938
56,6364	12,6957	20,1635
57,8541	10,9789	20,2272
57,8969	10,2566	21,4795
61,2123	8,4536	19,6015
56,4515	11,2509	24,8789
57,0941	12,9098	18,4962
54,7856	11,5910	21,6683
59,1696	11,3590	22,1839
53,2543	11,9783	20,7066
61,7673	18,9246	14,7918
58,8600	14,5795	18,3439
54,1454	11,0775	22,2600
48,9568	10,9807	21,2954
54,2732	9,3104	21,0653
55,2163	9,8624	21,8857
45,1416	11,2790	15,9922
49,7046	10,6563	20,9793
59,0602	11,7613	20,6856
51,4338	13,0947	20,3864
63,0701	17,7953	18,1324
53,8925	15,4246	19,5929
63,5714	7,0133	19,5086
63,1458	6,8178	19,3300
67,0652	5,6363	16,1172
60,7384	10,1001	19,8127
55,4580	14,4759	15,4122
56,4288	10,0770	19,2674
61,9881	11,8049	17,8800
57,4021	14,3711	18,7105
64,8980	14,8461	19,1172
61,3887	13,5501	17,7145
54,7865	10,5114	17,0473
51,6453	10,1185	19,3097
62,0808	8,3223	16,5856
49,5338	14,8502	18,2835
52,9761	15,7148	13,2399
51,6073	9,0039	11,6197
56,8010	17,0225	14,6300
57,2665	14,6283	16,5965
61,7026	21,0897	14,5325
61,1416	18,1998	15,7557
62,3463	8,8500	21,3496
60,1601	9,7671	21,1397
66,2857	6,1628	19,0379
64,3284	7,7292	22,0966
59,0522	14,6450	21,5214
61,2509	10,5850	21,8798
63,1898	12,9926	21,0416
58,4890	12,5549	20,9530
63,8496	17,8554	19,3217
60,6289	15,8785	19,5100
57,7437	9,0651	20,5704
59,1037	6,7634	19,8524
65,2755	4,6583	16,7563
63,5783	6,9253	18,3960
62,6143	12,5220	17,0988
65,0420	6,7097	19,1283
67,4731	7,5343	17,6089
59,0928	8,9550	19,6221
67,2237	13,4651	19,5437
62,6379	16,3926	15,8856
67,6753	9,0747	21,1201
65,5779	8,1678	20,2292
68,0869	6,3168	17,1508
67,8297	7,6636	16,4909
59,5629	16,4573	15,6784
67,3645	8,3679	18,6184
66,8539	12,3651	13,2485
65,5054	11,8550	16,2071
63,3963	19,1917	21,1341
63,7885	17,2857	14,7802
57,0373	11,5454	20,8635
58,5331	9,0874	21,6587
62,7782	5,8941	19,9397
53,9401	9,6788	23,8888
56,7558	14,6799	18,6497
63,0736	9,4694	20,8038
60,8368	14,5044	18,1046
57,6938	11,1580	20,6572
63,6749	15,1180	18,0067
61,8477	13,7176	19,1536
56,2791	10,4640	22,4975
51,4973	10,6752	21,2239
61,0647	7,9746	19,2284
55,4695	9,9717	21,9561
53,9466	16,6402	18,0674
56,2260	12,6328	20,2783
56,0029	15,0643	18,5015
50,7146	13,6495	20,9999
64,4484	17,3754	18,7553
55,9843	15,2273	19,6492
48,6402	11,1788	21,5683
46,8017	11,1192	20,4674
54,7094	8,6065	20,5053
49,3549	10,6986	22,5609
51,9822	13,5203	18,3083
52,1601	12,9825	20,0875
52,7170	14,6265	18,3969
54,7144	11,9666	20,8730
60,9552	18,7459	14,9950
52,8775	13,8592	18,8334
34,2386	8,7769	11,6955
35,9151	9,3286	12,4346
40,8448	9,9606	16,1507
33,5095	8,6811	11,0111
32,0180	6,2989	7,9949
33,2807	7,8011	9,6570
40,6952	12,0899	14,7442
32,5079	7,3739	8,7672
54,1614	18,3382	23,0227
38,9341	12,3164	14,3638
35,5762	9,3936	12,8435
34,4006	7,7408	9,8094
37,9851	9,1164	14,1738
31,5154	7,3557	9,2789
33,5134	7,4410	8,6300
31,4915	6,8974	7,9157
34,8659	8,7582	10,7491
33,3642	8,0395	9,1025
52,2293	16,2166	22,8848
37,0503	10,9984	12,3365
42,2129	10,9977	18,8637
40,6351	11,0003	17,8349
44,8500	10,4055	19,0766
37,1751	10,2759	15,6977
39,9585	11,7443	14,5055
33,7617	8,8830	10,7286
46,4025	12,6209	20,0134
42,9843	13,1236	18,4182
64,7666	12,9748	22,1724
46,8625	15,3919	19,7679
32,2816	7,4388	8,6030
35,9850	8,0949	11,2277
40,9266	9,1550	15,1211
32,0366	6,9166	9,7426
28,4482	4,3892	5,0104
33,1911	7,3529	8,8609
36,4573	10,0760	12,0049
29,8488	4,9144	5,2046
54,1087	12,0788	19,0152
35,0087	10,6687	10,3229
34,5018	10,6986	13,9908
36,4887	11,2312	16,8241
40,7750	10,8946	19,1583
36,8057	10,2523	14,7303
37,6450	9,8788	11,3836
38,9531	10,2289	14,6194
38,4935	10,5623	13,6233
38,0854	10,7627	12,4548
51,1680	13,9930	22,7172
40,9003	12,1105	14,7980
47,1955	11,3905	20,0047
48,2272	10,6348	19,8475
52,3124	9,1560	20,1123
52,7317	9,7281	21,3375
52,9763	11,8920	21,4236
51,3342	11,2768	21,1155
55,5479	10,6837	22,1894
53,2491	12,0254	22,0913
56,7400	11,3769	17,2721
55,8778	13,4483	19,2147
38,4702	11,3389	16,0690
38,0389	9,9727	14,8001
42,2932	9,9309	18,0936
35,6244	9,5771	13,4093
39,8793	11,7437	14,4012
37,5458	10,2389	14,5031
44,6172	11,4232	19,7214
43,8070	12,4687	18,1789
61,5795	15,6841	19,7694
44,3013	13,6182	18,0813
40,2631	10,7805	16,3807
37,8854	10,0983	15,6118
44,6295	9,7602	19,5465
39,6531	11,0514	17,6895
41,0019	13,8481	16,7560
36,2987	9,9229	13,2962
40,8455	12,2428	15,2923
39,9953	11,5936	15,0218
61,4113	13,5658	22,0695
39,8165	12,8403	16,4701
33,5433	9,7936	11,9676
33,3374	8,0177	10,7038
41,0168	10,0456	15,5094
31,3486	8,6703	10,9686
38,8281	11,6485	12,6553
35,5286	9,1673	11,7209
39,2113	12,0445	14,9648
37,2013	10,7608	13,0195
56,2572	13,4390	23,0089
38,1319	12,5049	14,5887
		
62,0463	9,6599	16,6597
55,5291	18,0278	12,7472
57,4746	18,1581	13,5763
62,9637	9,3589	15,8899
67,4073	9,7028	12,7865
61,6609	14,3285	13,0156
55,4974	13,4050	17,0427
55,9618	17,8060	13,0651
51,3266	21,9023	12,0461
67,5237	6,4905	17,8466
59,2994	11,8191	15,9961
56,1272	17,7850	12,7054
58,1451	9,1719	19,9275
60,8314	10,2426	15,3324
55,8940	15,6815	16,6177
56,8543	9,9162	18,9950
57,1043	13,0203	18,1536
60,5536	9,6884	15,8352
61,5637	8,2186	18,9080
61,5880	8,3396	14,2767
61,5514	11,8039	14,1938
63,2070	8,1825	17,6323
58,2258	16,0437	13,5851
58,3265	15,4172	14,6584
55,9164	9,7035	21,0298
61,2168	9,2584	18,6969
59,4710	10,4628	18,6539
64,5696	6,1106	18,5915
64,4953	10,0150	16,8698
55,8394	18,4741	15,4845
66,8642	7,1526	15,4868
63,5141	14,4376	12,7422
61,6325	12,4967	15,7672
61,5084	8,4869	19,2811
65,4181	8,7580	15,4517
58,0500	16,2461	15,6659
63,5692	8,2455	19,5882
64,4386	10,6965	15,1495
61,5877	9,1816	16,3293
62,6961	9,3727	14,6923
52,8416	20,2254	11,1546
54,5525	19,0365	13,3887
63,8641	7,6209	13,3896
61,6833	17,4896	12,7534
60,2695	17,0813	13,2446
55,1762	10,2773	17,9339
53,1259	16,6352	14,6520
50,5595	19,4303	12,9543
57,0351	8,5445	20,1709
66,2135	7,5360	13,9868
64,6401	9,4648	14,4786
61,3441	10,5173	17,0744
62,1248	13,0981	14,8844
59,7764	19,4312	15,1350
67,8213	11,0884	14,3718
67,9839	12,2138	11,4458
66,1813	13,3426	13,9894
64,7425	10,0013	18,2662
66,4375	12,0446	18,3208
63,5646	11,9067	16,0875
58,6651	17,1998	15,7324
58,9712	14,1169	14,9936
59,6884	16,9270	14,2931
69,0760	9,0378	17,6024
64,8310	14,5641	15,4666
62,2511	12,9952	16,0596
62,3569	10,1219	18,6794
57,7303	19,6340	18,4281
62,7555	14,1762	20,5530
67,2409	10,8255	17,8535
63,8511	17,3205	15,3274
61,5922	16,1273	16,6732
67,7065	8,7464	18,1790
70,8465	9,9021	15,4225
63,4613	13,9309	16,1625
67,6149	10,1930	18,7653
65,8197	11,2766	17,8665
62,8525	13,8743	17,9587
67,7903	8,8096	17,9255
62,8821	16,5062	13,9675
64,2144	13,2241	19,0983
		
53,5269	13,3703	16,2124
56,0632	11,0654	16,1058
57,7133	10,2351	14,7697
53,3460	11,8359	16,1643
61,6182	7,7889	17,3089
57,9404	8,4330	12,2955
62,2997	6,5069	16,0734
64,1974	6,3535	14,1532
55,6775	11,8248	18,6615
55,8138	10,5611	20,2871
56,7437	10,7741	17,8955
58,6464	15,8384	14,6585
53,3654	14,4425	18,0886
50,5025	11,1504	19,1515
52,1218	10,5936	13,5157
53,7349	9,4425	19,7087
57,8752	7,9376	19,6060
61,5207	10,4442	14,8384
60,4523	11,6302	16,0542
58,0151	13,0325	11,1772
61,5709	14,1389	11,5669
57,0800	12,9131	12,6340
62,1334	7,6336	13,1815
61,0498	9,3654	11,5177
61,9399	7,0154	14,9328
63,5632	6,6660	11,9570
53,8057	8,1177	15,3832
58,0663	12,5669	14,5066
61,3184	9,0153	14,3719
62,8986	11,9426	11,8829
53,8416	12,5066	15,0479
57,9407	7,8296	17,1398
59,5878	6,9713	12,0900
59,9573	9,6106	17,8848
65,6725	5,2760	12,7748
52,8839	13,2638	17,3451
54,5816	15,0405	15,7783
55,5022	12,5041	14,4650
59,0195	11,7819	13,6663
51,4057	12,0918	15,2137
52,1310	8,8945	16,5818
58,7745	9,6841	12,8221
53,6718	8,8876	18,9898
57,6201	7,5332	18,0148
57,7965	12,9037	14,8063
60,9419	11,5223	17,8820
58,0492	13,5997	13,2500
63,4685	14,6706	15,6597
56,3143	11,2343	16,0854
56,9402	10,7835	16,9605
60,0025	10,1193	15,0478
62,2270	5,5332	15,3186
62,9824	6,6511	13,2911
57,9625	11,1851	16,3798
58,2538	11,0563	17,4145
58,5669	12,3920	12,4882
60,1928	13,6321	10,9882
56,6491	12,3718	15,3120
61,1921	5,5457	14,6882
64,0146	6,3632	13,4128
62,2336	5,2910	16,7152
64,0719	5,3255	13,1250
53,0943	10,5548	16,5230
54,4091	12,8539	12,9077
54,6907	10,4683	14,5353
55,9945	14,5484	12,2349
56,2789	11,5066	16,0338
56,3539	8,4782	16,1516
58,7652	11,2194	13,9961
55,7948	8,5305	15,3981
60,0438	5,9001	14,3708
55,4806	11,3723	18,6198
57,1482	10,6324	18,6069
56,6821	10,0426	17,4243
59,2554	10,0705	14,8766
56,4963	10,2185	17,9271
54,3977	8,8418	18,2174
59,0862	9,2338	14,8622
55,1223	7,2183	16,8236
59,5396	5,2530	16,9832
59,3636	9,7134	17,3791
57,1480	10,5039	20,5556
59,1125	8,8836	17,4579
57,8763	12,4338	16,6649
54,6408	12,8199	16,6966
53,7883	10,3825	18,5471
64,0999	6,9700	15,4349
55,0490	9,6053	17,1097
59,2808	9,4371	16,1634
57,3368	10,4000	18,3533
60,0432	9,6844	19,7756
61,8128	9,3803	13,3008
58,4091	17,5449	15,0577
57,1037	13,9604	17,0487
57,1659	9,0759	19,4812
66,5513	7,1786	12,8179
57,8271	7,1197	18,0220
62,1380	6,0711	16,5496
57,6122	8,6634	16,0227
60,2068	10,7644	16,7353
60,4664	11,3801	15,5791
60,2443	17,1969	12,9817
57,9781	13,3280	16,2555
59,5422	8,3865	15,5630
64,8153	8,2711	13,3885
60,9619	7,8596	15,8850
63,6828	5,5354	13,4804
55,7237	14,0228	15,5295
48,8398	14,7314	13,3754
56,6801	13,2302	13,0357
54,9279	16,3881	11,6586
51,4987	17,3642	14,8868
57,5159	9,9193	15,7982
66,3707	6,7889	12,2327
58,0684	9,7264	16,8466
60,3884	7,5044	14,2152
53,4049	13,1813	17,4798
57,9625	11,2820	17,2868
57,1414	12,6869	14,6773
61,1965	14,2261	15,5790
53,6861	14,9342	13,6996
58,3758	11,5175	14,8144
64,1246	7,6512	14,2388
58,4057	7,8878	15,9759
59,3535	8,2126	13,4418
55,3193	12,7091	17,9050
57,7764	12,9644	15,3069
58,2105	11,6969	14,4516
57,5755	14,7127	14,6188
51,8058	11,7419	13,0562
55,3355	13,8866	13,6176
63,6704	7,1222	14,9053
60,0914	7,2388	16,4977
59,7657	9,1909	14,8221
54,4176	14,3247	16,2072
55,8561	13,6055	15,8830
57,0015	12,5919	14,3667
60,4191	10,3279	17,6976
51,9372	12,1974	14,6662
56,8840	9,9558	18,1461
63,8525	8,9241	13,9988
56,4089	9,0092	19,5699
58,5072	8,1156	17,3801
53,6030	13,2291	17,9465
59,0181	11,5957	16,8682
60,7607	10,2585	15,4745
63,5747	10,7462	15,5287
55,5905	9,2814	15,2338
59,0423	9,1590	16,3152
65,8650	5,7968	14,9942
57,9655	7,3450	19,0808
59,8679	7,3570	16,0174
53,6030	13,2291	17,9465
59,0181	11,5957	16,8682
60,7607	10,2585	15,4745
63,5747	10,7462	15,5287
55,5905	9,2814	15,2338
59,0423	9,1590	16,3152
65,8650	5,7968	14,9942
57,9655	7,3450	19,0808
59,8679	7,3570	16,0174
56,0748	12,0622	15,8481
58,6242	11,9951	15,3113
60,5617	10,0724	12,6375
62,9509	13,4778	14,6710
56,2626	9,1088	14,9815
60,4074	9,9009	14,0427
65,2958	5,8365	11,7642
61,6744	5,9960	14,3305
62,3821	5,4093	13,9523
57,6075	9,7311	19,0013
56,6362	13,6377	18,9074
56,7405	12,9856	15,5474
59,3834	15,5656	15,8765
56,4141	7,8059	16,4731
59,0189	9,0549	16,3773
62,8206	10,1040	14,4957
56,1123	8,6839	18,6179
59,2959	7,7843	17,4254
50,9166	15,1953	16,8153
56,4768	13,5120	15,1686
52,1087	13,7567	15,1126
57,4629	12,8268	12,9927
50,9223	13,3134	17,0317
54,0266	12,3696	17,9713
62,1318	8,8102	12,4732
52,1734	11,3611	18,5811
57,1809	8,9621	18,1870
57,4395	13,7245	16,1246
56,8894	7,6402	13,3356
53,8438	16,2125	14,6794
62,1966	12,3146	15,2449
54,9481	11,8232	15,3890
59,1391	10,7250	13,8200
59,8145	9,6618	15,1168
58,4432	8,1875	14,2242
60,0441	6,8886	14,9454
54,8615	14,4122	16,5193
59,4530	8,8059	18,0857
58,1488	10,6563	15,1453
56,8622	17,0056	14,5867
54,3105	13,7718	15,0224
59,5243	10,0416	17,7587
61,3565	9,0057	12,4315
55,9509	9,0755	18,0086
60,0798	7,3921	16,5120
54,8615	14,4122	16,5193
59,4530	8,8059	18,0857
58,1488	10,6563	15,1453
56,8622	17,0056	14,5867
54,3105	13,7718	15,0224
59,5243	10,0416	17,7587
61,3565	9,0057	12,4315
55,9509	9,0755	18,0086
60,0798	7,3921	16,5120
52,7913	10,6631	19,8867
52,8537	13,1550	20,0391
55,9620	11,1083	17,6610
55,1240	15,1078	15,3161
50,6849	12,4449	17,7353
55,0004	8,8751	19,0585
60,2924	8,5301	15,6682
49,4341	12,3302	19,8451
52,3401	10,8285	18,7905
55,1928	11,0010	16,6521
55,9097	11,4294	17,9231
57,0935	11,8251	15,6227
57,6065	12,1832	15,7705
49,8201	10,6716	14,6776
57,1276	7,3737	17,7476
60,2285	9,5174	15,0291
54,1673	11,4518	17,6759
55,2174	9,4685	18,2871
53,7469	10,6582	18,1473
53,2140	11,6852	16,8662
53,9769	12,8454	15,7281
53,3059	11,9573	14,1454
49,5775	9,8960	13,0985
54,4205	9,4142	15,8414
60,8730	6,5183	14,3276
51,2524	9,7114	17,0297
54,4832	7,5568	15,7281
55,0857	15,3293	17,6515
58,7399	11,7445	17,2210
60,0049	11,8601	15,8546
63,8060	11,1430	17,0416
51,8178	15,1110	14,9727
60,1646	10,1606	13,9809
59,7160	10,0157	14,1593
56,9576	9,8412	18,7367
61,4383	7,7593	14,7489
55,9911	12,4474	17,5502
60,9225	9,3692	17,9895
59,4156	10,9193	13,1388
60,1463	12,6763	14,7780
53,1294	10,6068	14,5532
59,9067	6,9678	16,2334
62,6092	7,9679	14,3915
56,0382	9,7300	19,8706
60,2270	7,7419	17,6500
53,2288	17,5787	14,8018
57,6611	9,2607	15,8494
57,4960	12,6604	14,5729
61,0366	11,8895	13,1529
52,5400	13,1271	12,6842
61,6893	8,7578	13,4066
65,8231	4,6102	13,4515
58,4332	11,1383	17,7612
60,6261	8,3107	15,9035
59,2508	10,7543	14,6420
60,5532	9,9921	16,4316
59,0853	11,0282	14,5755
66,1257	11,4401	14,3773
55,0246	13,1448	16,0325
58,1667	11,1703	13,9851
66,7505	5,5505	13,1766
56,2005	9,5729	17,8622
60,8635	8,1103	14,9875
58,7355	9,4904	16,3501
59,4469	9,2010	16,9796
60,9148	9,8524	13,0147
63,2061	11,8513	15,5425
